Input Text Part 1,Input Text Part 2,Ground Truth Label,Model Prediction
did you watch it ( 2017 )?,then might i recommend last action hero ( 1993 ) starring arnold schwarzenegger?,0,1
i want to share movies to you,i will this weekend,0,1
"seth rogan is in it, danny mcbride","thank you for the chat, goodbye.",0,0
have you seen avengers : infinity war ( 2018 )?,what type of movies do you like?,0,0
no i haven't.,or beauty and the beast ( 2017 )?,0,0
what kind of movies would you like to watch?,bye!,0,0
next movie i plan on seeing is deadpool 2 ( 2018 ),im a movie expert!,1,1
"no, i have not watched neither heard",you can watch too if you want to the exorcist ( 1973 ),0,0
stardust ( 2007 ) is also a good action adventure romance.,"awesome, have you tried the new beauty and the beast ( 2017 )",0,0
hello what kind of movies are you looking for?,hi there are you interested in some classic comedies?,0,1
"hello, there is a movie that i have always enjoyed and i'm not sure what you would call the genre but the movie is donnie darko ( 2001 ) have you ever seen this one?",yes i have,0,0
can i help yo,hey there. can i recommend something to watch?,1,1
"me neither haha, i hope i have helped you","hi there. i would like to suggest some comedies you could watch, have you seen the wedding singer ( 1998 )?",0,0
good bye,you if youre a fan of seth rogen haha.,0,0
have you seen it,have you seen avengers : age of ultron ( 2015 ),1,1
i always felt like the were super overrated.,do you like that kind of movies?,0,0
hello there. looking for some good movies?,you have plans tonight?,1,1
i love a good steven king movie,"you too, thank you... goodnight.",0,0
can i help you with a movie,did you watch avengers : infinity war ( 2018 )?,0,0
might i suggest you go back and watch the movie sixth sense since you cannot remember if you saw it?,"i have, and if you like psychological thrillers like that, might i recommend mama ( 2013 )?",1,1
hello looking for a funny movie any suggestions?,hey there. can i recommend something to watch?,1,1
oh yes let me think..,i have some movies to recommend to you!,1,1
"so, did you watch it ( 2017 )?",have you seen american pie ( 1999 )?,1,1
i seriously slept through captain america : civil war ( 2016 ) both times i watched it.,haven ‚ ao√n√¥t seen that one,1,1
maybe a good comedy?,may i reccomend some comedies such as kingpin ( 1996 ) or superbad ( 2007 )?,1,1
"hey there, can i recommend a movie for you?",hello there. looking for a good movie?,1,1
i love bruce willis too and can watch the movie over and over.,"yeah, i think that's one of the best i have ever seen",1,1
ok have you seen seabiscuit ( 2003 ),have you seen avengers : infinity war ( 2018 ),1,1
have you seen it ( 2017 ),have you seen little miss sunshine ( 2006 )?,1,1
i could recommend you too american pie 2 ( 2001 ),nice! i'm well. i enjoyed my weekend. i saw deadpool 2 ( 2018 ) with my bf. did you see it?,0,0
great. good bye my friend.,i liked that one too!,0,0
need some movies?,do you need some movie to watch tonight?,1,1
well i could imagine if you are a fan of the older ones and if you like movies like aliens ( 1986 ) then star wars : episode viii ‚ ao√n√¨ the last jedi ( 2017 ) maybe not your type of movie.,good morning. have any plans for the weekend?,0,0
and coco ( 2017 )?,what can i help you fiind tonight?,0,0
or maybe first sunday ( 2008 )?,or dodgeball : a true underdog story ( 2004 )?,1,1
have you seen it?,"i did! it was funny. oh yes, i liked the old deadpool ( 2016 ) too!",0,0
"awesome, have you tried the new beauty and the beast ( 2017 )",only a few jump scares,0,0
"i know, me before you made me cry!",it is a movie mady by adan sandle,0,0
i liked it too,and it ( 1990 )?,0,0
can i help you find a good movie tonight?,for an interesting action movie maybe michael clayton ( 2007 )?,0,0
"oh ok, so you like romantic comidies!","so, did you watch it ( 2017 )?",0,0
i've seen click ( 2006 ) but i don't like it as much as his older movies.,can i help you find a good movie tonight?,0,0
yes! i love beetlejuice ( 1988 ) too.,would like to know a comedy or something more serious like the godfather ( 1991 )?,0,0
you too,i loved it ( 1990 ) and i thought the new one it ( 2017 ) was ok,0,0
"it has drew barrymore and adam sandler starring, it's a romantic comedy so you would like it",yes very true,0,0
tell me what would you like to watch?,yes i think so,0,0
did you watch the exorcist ( 1973 )?,and did you watch the exorcist ( 1973 )?,1,1
hey there. can i recommend something to watch?,is there anything else i could assist with today?,1,1
how about maid in manhattan,"hello, what genre of movie do you like?",1,1
for an interesting action movie maybe michael clayton ( 2007 )?,or maybe the nice guys ( 2016 )?,1,1
"oh, you like scary movies?",what type of movies do you like?,1,1
i really love chris farley's movies tommy boy ( 1995 ) is an all time favorite,whats that?,0,0
hey there! can i recommend a good horror movie for you?,want any more recommendations?,1,1
would you like some more suggestions?,"wonderful, i just seen this awesome movie call avengers : infinity war ( 2018 ), have you seen it?",0,0
"i know, me before you made me cry!",i saw peter rabbit ( 2018 ) with my daughter she loved it,0,0
"i like action, comedy, and thrillers mostly. what about you?",do you like marvel movies?,1,1
"hi, can i help you find a movie?",can i help yo,1,1
a quiet place ( 2018 ) is horror and no country for old men ( 2007 ) is kind of a horror thriller.,you like funny movies.,0,0
hi i'm good. are you looking for a movie?,hey there. could i recommend a movie for you?,1,1
i don't think there is a nicholas sparks movie you have not seen lol.,"yeah, i liked the first one, deadpool ( 2016 ) did you see that one?",0,0
okay i have to check it out,hello!,0,0
goodbye,all of your examples were female leads,0,0
"i haven't seen rbg ( 2018 ) yet, but one of my friends was telling me she enjoyed it.",hi. how can i help you today?,0,0
yes! me too! i wound up liking ant - man ( 2015 ) more than i thought i would!,i do!,1,0
it is very good.,have you ever seen the conjuring ( 2013 )?,0,0
even though i would rather the old one,"those are really funny, have you seen them?",0,0
did you watch avengers : infinity war ( 2018 ),did you watch click ( 2006 )?,1,1
okay i have to check it out,next movie i plan on seeing is deadpool 2 ( 2018 ),1,1
"grand hotel ( 1932 ) is another favorite old movie of mine, though it doesn't have the same hard - boiled feel to it",what kind of movie are you looking for now?,0,0
what was the last movie you saw?,chris rock. he dies by accident and comes back in someone else body.,0,0
"hi, how can i help?",will you watch it?,0,0
have you ever seen you don't mess with the zohan ( 2008 )?,have you seen kiss kiss bang bang ( 2005 ),1,1
"yes adam sandler has made so many great movies, i even like his newer ones like click ( 2006 ) and grown ups ( 2010 ).","hi, how can i help?",0,0
what movies outs die of the romance genre do you like?,what about spider - man : homecoming ( 2017 )?,0,1
"i am well, looking for a good movie?",does this help you find a movie to watch?,1,1
tell me what kind of movie do you like?,"i like action, comedy, and thrillers mostly. what about you?",1,1
how about maid in manhattan,what genre of movie do you like?,1,1
did you watch click ( 2006 )?,i am not sure that i know many musicals. i have never seen les mis ‚ ao¬©rables ( 2012 ).,0,0
im fine thanks!,goodbye!,1,1
i havent seen it,me too love comedy,0,0
have you seen 21 jump street ( 2012 )? i thought that was a pretty funny movie,i wonder if you have seen any of the movies i suggested?,1,1
those are good movies as well,"so, did you watch it ( 2017 )?",0,0
have you seen sleeping beauty ( 2011 ) it's a classic,have you seen avengers : age of ultron ( 2015 ),1,1
it was very good. and not too scary or gruesome for someone who doesn't normally watch them,how can i help you today?,0,0
maybe a good comedy?,which once that i recommended would you like to watch?,1,1
how about maid in manhattan,"hi, how are you? did you enjoy your weekend?",1,1
how can i help you today?,hi - need a good movie reco?,1,1
i loved that movie actually haha.,i love happy gilmore ( 1996 ).,1,1
must see!,goodbye!,1,1
i could enjoy it too.,"yes, that was funny!",1,1
i am trying to find a movie for my kid any suggestions?,can i help you with a movie,1,1
hello! are you looking for a movie suggestion?,"hi, how can i help you?",1,1
hello,that's is very interesting and funny,0,0
"yes, avengers is good",how about maid in manhattan,0,0
he probably would. how about i know what you did last summer ( 1997 ) or scream ( 1996 ),hey there. could i recommend a movie for you?,0,0
i hope you have something here you can use?,"they are great movies, have you seen american gangster ( 2007 )",0,0
was i able to help you tonight?,"hi, how are you? did you enjoy your weekend?",0,0
great. goodbye.,hello,1,1
"hello, have you seen the new it movie?",hello! are you looking for a movie suggestion?,0,0
there's a pbs channel with great documentaries.,yeh spiderman is a great movie,0,0
i have not seen the remake.,or maybe you are into more slick comedy like fifty shades of black ( 2016 ),0,0
i thought so. very funny,what kinds of movies have you liked before with this group of friends?,0,0
a classic fictional courtroom drama is to kill a mockingbird ( 1962 ),i have some movies to recommend to you!,0,0
so you like the old ones then.,okay thanks!,0,0
well how about wonder woman ( 2017 ).,"do you like classic dramas like casablanca, or would you prefer something more recent?",1,1
"i know kevin hart had a part in it, too.",good morning. have any plans for the weekend?,0,0
yeah thats a good one.,im a movie expert!,0,0
have you seen batman ( 1989 ),and the mask ( 1988 )?,1,1
i will watch it soon,well i think i will have to be looking into some movies myself now.,1,1
have you seen batman ( 1989 ),we had to watch it for school,0,0
let me think..,you are welcome,0,0
"well basically all the avengers get together for a common goal, i really liked it. i am, what about you?",what kind of movies do you like.,1,1
if bro and tell me what else can i help you...,"hi, how can i help you?",1,1
does this help you find a movie to watch?,hey there. can i recommend something to watch?,1,1
thank you!,the sound of music ( 1965 )?,0,0
what about black panther ( 2018 ),i love bruce willis too and can watch the movie over and over.,0,0
did you watch it ( 2017 )?,and it ( 1990 )?,1,1
those are good movies as well,maybe 12 angry men ( 1957 ) and the dark knight ( 2008 )?,0,0
i really love chris farley's movies tommy boy ( 1995 ) is an all time favorite,perfect! me too!,0,0
i like that movie too.,i love napoleon dynamite,0,1
may i reccomend some comedies such as kingpin ( 1996 ) or superbad ( 2007 )?,which once that i recommended would you like to watch?,1,1
i watched it the other night. i forgot how much i liked it!,that's is very interesting and funny,0,1
have you seen batman ( 1989 ),so funny and just ridiculous.,0,0
it's a will ferrell comedy.,"seth rogan is in it, danny mcbride",1,1
goodbye!,there's a pbs channel with great documentaries.,0,0
"no problem, bye","thank you, good bye /",1,1
have you seen the avengers ( 2012 ),need some good movie?,0,0
i like the movie get out,you if youre a fan of seth rogen haha.,0,1
are you looking for a movie to watch today?,perfect! me too!,0,0
no i have not seen that one either. i guess i have a few to look into. i really liked annabelle ( 2014 ) though.,"also, halloween ( 1978 ) is a classic. it's the best horror movie.",1,1
birdman ( 2014 ) and the new rbg ( 2018 ) documentary for sure.,what kind of movies do you like? i love horrors!,0,0
is there anything else i can help you with?,hey there. i am well. are you looking for a good movie?,1,1
